date,press,headline
2761,December 26 2016, MICHAEL J. de la MERCED," ""2016 Was a Year for Undoing Major Deals"""
2762,December 26 2016, ALEXANDRA STEVENSON and MATTHEW GOLDSTEIN," ""Renting to Own a Tainted Home"""
2763,December 26 2016, CHRISTINE NEGRONI," ""How to Determine the Power Rating of Your Battery"""
2764,December 26 2016, CHRISTINE NEGRONI," ""Check It Twice: Many Gifts Make Airlines’ Naughty List"""
2765,December 26 2016, SAPNA MAHESHWARI," ""In Fake News, Ads Are Costly to Conscience"""
2766,December 26 2016, SCOTT MINERD," ""A Contrarian’s View on Inflation Fears"""
2767,December 26 2016, SUI-LEE WEE," ""China Reassures Some Homeowners on Land Rights, Suggesting Trend"""
2768,December 26 2016, NEIL GOUGH," ""Pro Wrestling’s Intricate New Move: Into China"""
2769,December 26 2016, ZACH SCHONBRUN," ""Be Prepared for Trump Attacks, Brand Experts Say"""
2770,December 26 2016,," ""Treasury Auctions for Week of Dec. 26"""
2771,December 28 2016, ELIZABETH OLSON," ""Need to Find a Lawyer? Try Crowdsourcing One"""
2772,December 28 2016, JACK EWING," ""Hans Tietmeyer, 85; Led Germany’s Transition to the Euro"""
2773,December 28 2016, WILLIAM GRIMES," ""Lella Vignelli, a Designer With a Spare Style, Dies at 82"""
2774,December 28 2016, JOHN KOBLIN," ""Cable News Networks Report a Banner Year in 2016"""
2775,December 28 2016, CONSTANCE GUSTKE," ""In a Restless Quest for a Good Night’s Sleep, Devices Tackle Insomnia"""
2776,December 28 2016, JONATHAN SOBLE," ""After a Suicide, Soul-Searching in Japan"""
2777,December 28 2016, LAURA M. HOLSON and RACHEL ABRAMS," ""For the Trumps, ‘Made in U.S.A.’ May Be a Tricky Label to Stitch"""
2778,December 28 2016, REUTERS," ""Gazprom Answers Antitrust Charges"""
2779,December 28 2016, REUTERS," ""Rising Consumer Confidence Is Driven by High Expectations for Trump"""
2780,December 28 2016, LESLIE PICKER," ""3 Chinese Made $4 Million Hacking Lawyers, U.S. Says"""
2781,December 27 2016, PETER J. HENNING," ""After Uncertain Year, New Administration Portends Shift in Wall Street Scrutiny"""
2782,December 27 2016, STEPHANIE STROM," ""U.S. Panel Under Fire for Its Ties to Biotechs"""
2783,December 27 2016, STEVEN DAVIDOFF SOLOMON," ""Grading 2016 Deals:  Incomplete Marks and F’s Abound"""
2784,December 27 2016, JENNIFER SABA," ""Walmart Slowly Makes Strides in E-Commerce"""
2785,December 27 2016, R. GLENN HUBBARD," ""How Donald J. Trump Could Promote Long-Term Economic Growth"""
2786,December 27 2016, JONATHAN SOBLE," ""Toshiba Says It Could Lose Billions From Troubled U.S. Nuclear Power Deal"""
2787,December 29 2016, EMILY FENG," ""China’s Unruly Airways"""
2788,December 29 2016,Interview by PATRICIA R. OLSEN," ""More Than Mixing Colors"""
2789,December 29 2016, MICHAEL J. de la MERCED," ""Venture Capitalists See Promise  After a Tight Year for Start-Ups"""
2790,December 29 2016, ISAAC LIDSKY," ""The Pitfalls of Trying to Read Minds"""
2791,December 29 2016, HIROKO TABUCHI and BEN PROTESS," ""Takata Said to Be Close to Deal With U.S. Over Deadly Airbags"""
2792,December 29 2016, ROB COX," ""G.E.’s Next C.E.O. Could Come From Current Deals"""
2793,December 29 2016, WILLIAM D. COHAN," ""Documents Open Curtain on Boardroom Drama at Valeant"""
2794,December 29 2016, CHRISTOPHER MELE," ""Mark It Down, Paper Calendars Endure in Digital Age"""
2795,December 29 2016, ANDY CRITCHLOW," ""Why Saudi Arabia Is Likely to Postpone a Huge Oil Company I.P.O."""
2796,December 29 2016, CHRISTOPHER MELE," ""Arkansas Murder Inquiry Receives Amazon Rebuff"""
2797,December 29 2016, JOHN SCHWARTZ," ""At Exxon, Nominee Steered Company’s ‘Evolution’ on Climate"""
2798,December 28 2016, ELIZABETH OLSON," ""Need to Find a Lawyer? Try Crowdsourcing One"""
2799,December 28 2016, JACK EWING," ""Hans Tietmeyer, 85; Led Germany’s Transition to the Euro"""
2800,December 28 2016, WILLIAM GRIMES," ""Lella Vignelli, a Designer With a Spare Style, Dies at 82"""
2801,December 28 2016, JOHN KOBLIN," ""Cable News Networks Report a Banner Year in 2016"""
2802,December 28 2016, CONSTANCE GUSTKE," ""In a Restless Quest for a Good Night’s Sleep, Devices Tackle Insomnia"""
2803,December 28 2016, JONATHAN SOBLE," ""After a Suicide, Soul-Searching in Japan"""
2804,December 28 2016, LAURA M. HOLSON and RACHEL ABRAMS," ""For the Trumps, ‘Made in U.S.A.’ May Be a Tricky Label to Stitch"""
2805,December 28 2016, REUTERS," ""Gazprom Answers Antitrust Charges"""
2806,December 28 2016, REUTERS," ""Rising Consumer Confidence Is Driven by High Expectations for Trump"""
2807,December 30 2016, LESLIE WAYNE," ""Safeguarding Seized Assets"""
2808,December 30 2016, LANDON THOMAS Jr," ""The High Price of Deutsche’s Fall"""
2809,December 30 2016, ROBERT D. McFADDEN," ""Walter E. Mattson, Former Times President, Dies at 84"""
2810,December 30 2016, DAVID SEGAL," ""Looking for Holiday Cheer? Look Elsewhere"""
2811,December 30 2016, JENNIFER SABA," ""Netflix Could Be Practical Magic for Disney"""
2812,December 30 2016, ROBERT FRANK," ""Plenty of Billionaires, but Few Are Women"""
2813,December 30 2016, GRETCHEN MORGENSON," ""Worker Does  Own Inquiry  Into Pension"""
2814,December 30 2016, JOANNE KAUFMAN," ""From a Christmas Long Ago, a Voice Asks for a Hippo"""
2815,December 30 2016, ADAM BRYANT," ""Becoming a Leader of Your Own Life"""
2816,December 30 2016, REUTERS," ""U.S. Trade Deficit Is Up; Jobless Claims Are Down"""
2817,December 29 2016, EMILY FENG," ""China’s Unruly Airways"""
2818,December 29 2016,Interview by PATRICIA R. OLSEN," ""More Than Mixing Colors"""
2819,December 29 2016, MICHAEL J. de la MERCED," ""Venture Capitalists See Promise  After a Tight Year for Start-Ups"""
2820,December 29 2016, ISAAC LIDSKY," ""The Pitfalls of Trying to Read Minds"""
2821,December 29 2016, HIROKO TABUCHI and BEN PROTESS," ""Takata Said to Be Close to Deal With U.S. Over Deadly Airbags"""
2822,December 29 2016, ROB COX," ""G.E.’s Next C.E.O. Could Come From Current Deals"""
2823,December 29 2016, WILLIAM D. COHAN," ""Documents Open Curtain on Boardroom Drama at Valeant"""
2824,December 29 2016, CHRISTOPHER MELE," ""Mark It Down, Paper Calendars Endure in Digital Age"""
2825,December 29 2016, ANDY CRITCHLOW," ""Why Saudi Arabia Is Likely to Postpone a Huge Oil Company I.P.O."""
2826,December 29 2016, CHRISTOPHER MELE," ""Arkansas Murder Inquiry Receives Amazon Rebuff"""
2827,December 31 2016, ROBERT D. HERSHEY Jr," ""F. Ross Johnson, 85, Symbol of 1980s Corporate Excess"""
2828,December 31 2016, DANNY HAKIM," ""Scientists Loved and Loathed by an Agrochemical Colossus"""
2829,December 31 2016, RICHARD SANDOMIR," ""Robert L. Hulseman, 84, Solo Cup Inventor and Co-Creator of ‘Nurturing’ Traveler Lid"""
2830,December 31 2016, KATIE THOMAS," ""Hefty Price Set on a New Drug That Can Stunt  Muscle Disease"""
2831,December 30 2016, LESLIE WAYNE," ""Safeguarding Seized Assets"""
2832,December 30 2016, LANDON THOMAS Jr," ""The High Price of Deutsche’s Fall"""
2833,December 30 2016, ROBERT D. McFADDEN," ""Walter E. Mattson, Former Times President, Dies at 84"""
2834,December 30 2016, DAVID SEGAL," ""Looking for Holiday Cheer? Look Elsewhere"""
2835,December 30 2016, JENNIFER SABA," ""Netflix Could Be Practical Magic for Disney"""
2836,December 30 2016, ROBERT FRANK," ""Plenty of Billionaires, but Few Are Women"""
2837,December 30 2016, GRETCHEN MORGENSON," ""Worker Does  Own Inquiry  Into Pension"""
2838,December 30 2016, JOANNE KAUFMAN," ""From a Christmas Long Ago, a Voice Asks for a Hippo"""
2839,December 30 2016, ADAM BRYANT," ""Becoming a Leader of Your Own Life"""
2840,December 30 2016, REUTERS," ""U.S. Trade Deficit Is Up; Jobless Claims Are Down"""
2841,November 01 2016, STACY COWLEY," ""Wells Fargo to Pay $50 Million to Settle Appraisals Lawsuit"""
2842,November 01 2016, DAVID BARBOZA," ""China Tightens Its Grip, and Glaxo Pays a Price"""
2843,November 01 2016, DAVID BARBOZA," ""Hearing the Whistle,  Not Ending the Fraud"""
2844,November 01 2016, REED ABELSON," ""David H. Brooks, a Jailed Military Contractor, 61"""
2845,November 01 2016, MELISSA EDDY," ""YouTube Agrees to Pay Royalties, Ending German Music Rights Dispute"""
2846,November 01 2016, J. DAVID GOODMAN," ""Consultants to Clintons Sue Adviser to G.O.P."""
2847,November 01 2016, MICHAEL J. de la MERCED," ""Chief Who Guided Herbalife Through Troubles Will Step Down"""
2848,November 01 2016, JENNIFER SABA," ""Gannett’s Failed Bid for Tronc Underscores an Ailing Industry"""
2849,November 01 2016, JOHN KOBLIN," ""Hulu Adds Channels to Streaming Service"""
2850,November 01 2016, STEVEN DAVIDOFF SOLOMON," ""Rolling Up Deals While Rates Are Low and Confidence High"""
2851,November 01 2016, EDUARDO PORTER," ""In a Merger Boom, Labor Loses Ground"""
2852,November 01 2016, THE ASSOCIATED PRESS," ""Markets Close Lower as Presidential Race Appears to Tighten"""
2853,November 01 2016, LESLIE PICKER and SYDNEY EMBER," ""Gannett Drops $680 Million Bid to Buy the Newspaper Publisher Tronc"""
2854,November 01 2016, CHAD BRAY," ""Standard Chartered Faces Inquiry Into Hong Kong Stock Sale"""
2855,November 01 2016, AMIE TSANG," ""Morning Agenda: Markets and Trump, Time to Team Up, New Currency Frenzy"""
2856,November 01 2016, KATIE THOMAS," ""A Promising Rival to EpiPen Fails to Gain Traction"""
2857,November 01 2016, IAN AUSTEN," ""Tentative Deal With Ford Ends Round of Contract Talks for Canadian Autoworkers"""
2858,November 01 2016, SAM ROBERTS," ""Norman Brokaw, Agent to A-Listers From Elvis to Eastwood, Dies at 89"""
2859,November 01 2016, NATHANIEL POPPER," ""Zcash, Less Traceable Than Bitcoin, Draws Investors"""
2860,November 01 2016, ANDREW ROSS SORKIN," ""The Markets  Under Trump: Hands Wring"""
2861,December 01 2016, THE ASSOCIATED PRESS," ""Automobile Sales Benefit From Postelection Surge"""
2862,December 01 2016, KEVIN ALLISON," ""Activist Fund Has Tough Sell to Get Rockwell to Rethink Deal"""
2863,December 01 2016, JOHN KOBLIN," ""N.F.L. Games Come to CBS App"""
2864,December 01 2016, ANDREW ROSS SORKIN," ""Visionary Behind Starbucks to Step Aside"""
2865,December 01 2016, DEALBOOK," ""The Guys From ‘Government Sachs’"""
2866,December 01 2016, NELSON D. SCHWARTZ," ""Mix of Threat and Incentive Sealed a Deal"""
2867,December 01 2016, MICHAEL W. PEREGRINE," ""Enron Still Matters, 15 Years After Its Collapse"""
2868,December 01 2016, THE ASSOCIATED PRESS," ""Tech Sinks, but Banks and Oil Lift Dow to a Record"""
2869,December 01 2016, AMIE TSANG," ""Morning Agenda: Embracing the Wall St. Elite, Auto Lending Delinquencies, OPEC’s Deal"""
2870,December 01 2016, NATHANIEL POPPER," ""Succession Questions  Rise at Goldman Sachs"""
2871,December 01 2016, NELSON D. SCHWARTZ," ""1,000 Jobs Stay  but Still More  May Be Going"""
2872,December 01 2016, LANDON THOMAS Jr. and ALEXANDRA STEVENSON," ""Cabinet Choices Signal Embrace of Wall St. Elite"""
2873,December 01 2016, WILLIAM GRIMES," ""Michael James Delligatti, 98, Creator of the Big Mac and Its ‘Special Sauce’"""
2874,December 01 2016, SUI-LEE WEE," ""Knocking Off the Knockoff Hunters"""
2875,December 01 2016, STEPHANIE STROM," ""New Reformulated Sugar Will Allow a Lower Amount in Candy, Nestlé Says"""
2876,January 02 2017, LESLIE PICKER," ""Outsiders Join Scramble for Tech Start-Ups"""
2877,January 02 2017, JULIE WEED," ""Braving a Storm, but Not the Looming Line at the Airport"""
2878,January 02 2017, LANDON THOMAS Jr," ""Ex-Deutsche Bank Chief Forced Out After Mishaps Will Join Cantor Fitzgerald as President"""
2879,January 02 2017, JONATHAN SOBLE," ""A Turntable Reborn, a Legacy Shunned"""
2880,January 01 2017,," ""Treasury Auctions Set for This Week"""
2881,January 01 2017, SAPNA MAHESHWARI," ""In Year of Anti-Muslim Vitriol, Promoting Inclusion"""
2882,January 01 2017, THE NEW YORK TIMES," ""‘Apprentice’ Will Be Back; December Jobs Data Due"""
2883,January 01 2017, KEVIN GRANVILLE," ""The Best Time to Retune Your Career? It’s Probably Right Now"""
2884,January 03 2017, REUTERS," ""Credit-Reporting Agencies Fined Millions"""
2885,January 03 2017, SEWELL CHAN," ""Anthony B. Atkinson Is Dead at 72; Pioneered Study of Wealth Inequality"""
2886,January 03 2017, DOMINIC ELLIOTT," ""A Lower-Profile Shot at Redemption for Anshu Jain"""
2887,January 03 2017, BILL VLASIC and NEAL E. BOUDETTE," ""Ford, a Target of Trump, Cancels a Mexico Plant"""
2888,January 03 2017, EDUARDO PORTER," ""How Dysfunction Threatens U.S. Democracy"""
2889,January 03 2017, JIM RUTENBERG," ""A Fox News Pillar’s Jump to NBC Will Test Her, and the Networks"""
2890,January 03 2017, PETER J. HENNING," ""S.E.C.’s In-House Judges Face Supreme Court Scrutiny"""
2891,January 03 2017, AMIE TSANG," ""Morning Agenda: The Year Ahead, Anshu Jain Joins Cantor"""
2892,January 03 2017, CHAD BRAY," ""Euronext Bids $535 Million for L.S.E. Unit"""
2893,January 03 2017, ANDREW ROSS SORKIN," ""With Trump, a Feast With Surprises on the Menu"""
2894,January 02 2017, LESLIE PICKER," ""Outsiders Join Scramble for Tech Start-Ups"""
2895,January 02 2017, JULIE WEED," ""Braving a Storm, but Not the Looming Line at the Airport"""
2896,January 02 2017, LANDON THOMAS Jr," ""Ex-Deutsche Bank Chief Forced Out After Mishaps Will Join Cantor Fitzgerald as President"""
2897,January 02 2017, JONATHAN SOBLE," ""A Turntable Reborn, a Legacy Shunned"""
2898,January 04 2017, REUTERS," ""Ex-Trader Pleads Guilty in Currency-Fixing Scheme"""
2899,January 04 2017, DANIEL VICTOR," ""Hulu Adds CBS to Its Planned TV Streaming Offerings"""
2900,January 04 2017, KATIE BENNER and SUI-LEE WEE," ""Apple Removes New York Times News Apps From Its Chinese Store"""
2901,January 04 2017, BINYAMIN APPELBAUM," ""Fed Expects a Speedup, Not a Boom,  With Trump"""
2902,January 04 2017, LESLIE PICKER," ""Low-Profile Deal Maker Is Choice to Head S.E.C."""
2903,January 04 2017, DANIELLE BEURTEAUX," ""Dress, Cake, Bouquet: All Planned on an App"""
2904,January 04 2017, MICHAEL J. de la MERCED," ""Top Biochemist Joins Financing Round for Genetic Engineering Start-Up"""
2905,January 04 2017, AMIE TSANG," ""Morning Agenda: Shifts Ahead of a Trump Administration, Bitcoin Soars"""
2906,January 04 2017, BROOKS BARNES," ""Next at Carnival Cruises: Quarter-Size Convenience"""
2907,January 04 2017, JOHN KOBLIN and MICHAEL M. GRYNBAUM," ""An Anchor Becomes the News"""
2908,January 04 2017, VICTORIA FINKLE," ""Massad Resigns as Chairman of Commodity Futures Trading Commission"""
2909,January 04 2017, NATHANIEL POPPER," ""Currency Troubles Lead to Spike in Price of Bitcoin"""
2910,January 03 2017, REUTERS," ""Credit-Reporting Agencies Fined Millions"""
2911,January 03 2017, SEWELL CHAN," ""Anthony B. Atkinson Is Dead at 72; Pioneered Study of Wealth Inequality"""
2912,January 03 2017, DOMINIC ELLIOTT," ""A Lower-Profile Shot at Redemption for Anshu Jain"""
2913,January 03 2017, BILL VLASIC and NEAL E. BOUDETTE," ""Ford, a Target of Trump, Cancels a Mexico Plant"""
2914,January 03 2017, EDUARDO PORTER," ""How Dysfunction Threatens U.S. Democracy"""
2915,January 03 2017, JIM RUTENBERG," ""A Fox News Pillar’s Jump to NBC Will Test Her, and the Networks"""
2916,January 03 2017, PETER J. HENNING," ""S.E.C.’s In-House Judges Face Supreme Court Scrutiny"""
2917,January 03 2017, AMIE TSANG," ""Morning Agenda: The Year Ahead, Anshu Jain Joins Cantor"""
2918,January 05 2017, HIROKO TABUCHI," ""Kochs’ Strategy to Court Allies: Gospel and Gas"""
2919,January 05 2017, JENNIFER SABA," ""Blackstone’s Latest Move Has the Look of a Hit"""
2920,January 05 2017, BEN PROTESS," ""Corzine and Regulators Settle in MF Global Case"""
2921,January 05 2017, JAMES B. STEWART," ""2016’s Top Investors Offer Their Insights Into the Year Ahead"""
2922,January 05 2017, MICHAEL J. de la MERCED," ""Sears Agrees to Sell Craftsman to Stanley Black & Decker to Raise Cash"""
2923,January 05 2017, MICHAEL M. GRYNBAUM," ""Carlson to Take Over Kelly’s Slot at Fox News"""
2924,January 05 2017, NEIL GOUGH," ""China Moves to Stop Slide of Currency"""
2925,January 05 2017, AMIE TSANG," ""Morning Agenda: Leading the S.E.C., Women in Law, Tech Giants"""
2926,January 05 2017, DAVID GELLES," ""A Winery Battles Warming"""
2927,January 05 2017, CHRISTOPHER MELE," ""Macy’s to Cut More Than 10,000 Jobs After Poor Holiday Sales"""
2928,January 05 2017, ELIZABETH OLSON," ""Women and Minorities Make Slow Progress in Filling Ranks at Law Firms"""
2929,January 05 2017, LIAM STACK," ""Digital Site Parts Ways With a Third of Its Staff"""
2930,January 05 2017, BILL VLASIC," ""Record 2016 for U.S. Auto Industry; Long Road Back May Be at End"""
2931,January 05 2017, DAVID GELLES," ""Rockefeller Foundation Picks as Leader a Trustee Steeped in Philanthropy"""
2932,January 04 2017, REUTERS," ""Ex-Trader Pleads Guilty in Currency-Fixing Scheme"""
2933,January 04 2017, DANIEL VICTOR," ""Hulu Adds CBS to Its Planned TV Streaming Offerings"""
2934,January 04 2017, KATIE BENNER and SUI-LEE WEE," ""Apple Removes New York Times News Apps From Its Chinese Store"""
2935,January 04 2017, BINYAMIN APPELBAUM," ""Fed Expects a Speedup, Not a Boom,  With Trump"""
2936,January 04 2017, LESLIE PICKER," ""Low-Profile Deal Maker Is Choice to Head S.E.C."""
2937,January 04 2017, DANIELLE BEURTEAUX," ""Dress, Cake, Bouquet: All Planned on an App"""
2938,January 06 2017, JENNIFER SABA," ""American Apparel Could Bolster Amazon’s Standing With Trump"""
2939,January 06 2017," JACK EWING, HIROKO TABUCHI and BEN PROTESS"," ""Volkswagen Said to Be Near  Deal With U.S.  in Diesel Case"""
2940,January 06 2017, GRETCHEN MORGENSON," ""New Tactic to Forgive Loans in For-Profit School’s Failure"""
2941,January 06 2017, CLAIRE MARTIN," ""Putting Faith in a New Uniform"""
2942,January 06 2017, LIZ ALDERMAN," ""In Sweden, Happiness From Shorter Workday Can’t Overcome the Cost"""
2943,January 06 2017, JIM RUTENBERG and MIKE ISAAC," ""Facebook Hires Former NBC Correspondent to Lead News Partnerships Team"""
2944,January 06 2017, CHOE SANG-HUN," ""Prison Sentences Over Toxic Disinfectants"""
2945,January 06 2017, ADAM BRYANT," ""‘Don’t Expect Me to Manage You’"""
2946,January 06 2017, MOTOKO RICH," ""Surprised Toyota Gets the Twitter Treatment;  Japan Auto Shares Fall"""
2947,January 06 2017, AMIE TSANG," ""Morning Agenda: Frontier Airlines Listing, MF Global Case Closes"""
2948,January 06 2017, NELSON D. SCHWARTZ," ""U.S. Recovery Finally Aiding Most Workers in a Big Way"""
2949,January 06 2017, NELSON D. SCHWARTZ," ""Healthy Economy or a ‘Disaster’?"""
2950,January 06 2017, SAPNA MAHESHWARI," ""Department Stores, Once Anchors at Malls, Become Millstones"""
2951,January 06 2017, LESLIE PICKER," ""Frontier, a No-Frills Airline, Is Said to Hire Banks to Plan Its Public Market Debut"""
2952,January 06 2017, JOHN KOBLIN," ""Changes Ahead for Conan O’Brien’s Late-Night Show on TBS"""
2953,January 05 2017, HIROKO TABUCHI," ""Kochs’ Strategy to Court Allies: Gospel and Gas"""
2954,January 05 2017, JENNIFER SABA," ""Blackstone’s Latest Move Has the Look of a Hit"""
2955,January 05 2017, BEN PROTESS," ""Corzine and Regulators Settle in MF Global Case"""
2956,January 05 2017, JAMES B. STEWART," ""2016’s Top Investors Offer Their Insights Into the Year Ahead"""
2957,January 05 2017, MICHAEL J. de la MERCED," ""Sears Agrees to Sell Craftsman to Stanley Black & Decker to Raise Cash"""
2958,January 07 2017, TYLER J. KELLEY," ""Mock Plane Crashes for Better Morale"""
2959,January 07 2017, REED ABELSON and KATIE THOMAS," ""Justice Dept. Questions Insurance Practices of 2 Dialysis Chains and a Kidney Fund"""
2960,January 07 2017, LAURA M. HOLSON," ""Trump Meets With Editors, and Critics, at Condé Nast"""
2961,January 06 2017, JENNIFER SABA," ""American Apparel Could Bolster Amazon’s Standing With Trump"""
2962,January 06 2017," JACK EWING, HIROKO TABUCHI and BEN PROTESS"," ""Volkswagen Said to Be Near  Deal With U.S.  in Diesel Case"""
2963,January 06 2017, GRETCHEN MORGENSON," ""New Tactic to Forgive Loans in For-Profit School’s Failure"""
2964,January 06 2017, CLAIRE MARTIN," ""Putting Faith in a New Uniform"""
2965,January 06 2017, LIZ ALDERMAN," ""In Sweden, Happiness From Shorter Workday Can’t Overcome the Cost"""
2966,January 06 2017, JIM RUTENBERG and MIKE ISAAC," ""Facebook Hires Former NBC Correspondent to Lead News Partnerships Team"""
2967,January 06 2017, CHOE SANG-HUN," ""Prison Sentences Over Toxic Disinfectants"""
2968,January 06 2017, ADAM BRYANT," ""‘Don’t Expect Me to Manage You’"""
2969,January 06 2017, MOTOKO RICH," ""Surprised Toyota Gets the Twitter Treatment;  Japan Auto Shares Fall"""
2970,January 06 2017, AMIE TSANG," ""Morning Agenda: Frontier Airlines Listing, MF Global Case Closes"""
2971,January 06 2017, NELSON D. SCHWARTZ," ""U.S. Recovery Finally Aiding Most Workers in a Big Way"""
2972,January 06 2017, NELSON D. SCHWARTZ," ""Healthy Economy or a ‘Disaster’?"""
2973,January 06 2017, SAPNA MAHESHWARI," ""Department Stores, Once Anchors at Malls, Become Millstones"""
2974,January 06 2017, LESLIE PICKER," ""Frontier, a No-Frills Airline, Is Said to Hire Banks to Plan Its Public Market Debut"""
2975,January 06 2017, JOHN KOBLIN," ""Changes Ahead for Conan O’Brien’s Late-Night Show on TBS"""
2976,January 08 2017, ZACH SCHONBRUN," ""How Does a Hip-Hop Star Promote Fast Food? He Makes a Video"""
2977,January 08 2017, NICK WINGFIELD," ""A Reality Check for Virtual Reality"""
2978,January 08 2017,," ""U.S. Treasury Auctions to Be Held the Week of Jan. 9"""
2979,January 08 2017, BILL VLASIC," ""Self-Driving Minivan Could Steer Car Industry"""
2980,January 08 2017, CAROL POGASH," ""Santa Left a Drone Under the Tree. And Dad Crashed It Into One."""
2981,January 07 2017, TYLER J. KELLEY," ""Mock Plane Crashes for Better Morale"""
2982,January 07 2017, REED ABELSON and KATIE THOMAS," ""Justice Dept. Questions Insurance Practices of 2 Dialysis Chains and a Kidney Fund"""
2983,January 07 2017, LAURA M. HOLSON," ""Trump Meets With Editors, and Critics, at Condé Nast"""
2984,January 09 2017, ROBERT CYRAN," ""Takeda’s Bid for Cancer Drug Maker Looks Expensive"""
2985,January 09 2017, KATIE THOMAS," ""Druggists Feel the Squeeze"""
2986,January 09 2017, SAPNA MAHESHWARI," ""Times Promotes David McCraw to Deputy General Counsel"""
2987,January 09 2017, PETER J. HENNING," ""Under New Chairman, S.E.C. Enforcer Role Might Shrink"""
2988,January 09 2017, ELIZABETH OLSON," ""Elite Law Firms Shake Up Pay and Poach Superstars to Dodge Rivals’ Sharp Elbows"""
2989,January 09 2017, NATHANIEL POPPER," ""Nobel Laureate’s Son Tapped For Top Tech Job at Goldman"""
2990,January 09 2017, BILL VLASIC and NEAL E. BOUDETTE," ""Carmakers Focus on U.S.  After Threats by Trump"""
2991,January 09 2017, CHRISTINE NEGRONI," ""Skipping the Hassles of J.F.K. for America’s 53rd-Busiest Airport"""
2992,January 09 2017, LESLIE PICKER," ""Mars, Known for Its Sweets,  Bets Nearly $8 Billion on Pets"""
2993,January 09 2017, NATHANIEL POPPER," ""Bitcoin Technology to Power Database Used by World’s Largest Banks"""
2994,January 09 2017, REED ABELSON," ""UnitedHealth to Buy Chain of Facilities for Surgeries"""
2995,January 09 2017, AMIE TSANG," ""Morning Agenda: VW Arrest, Jared Kushner’s Chinese Deal, McDonald’s China Sale"""
2996,January 09 2017, AMIE TSANG and SUI-LEE WEE," ""McDonald’s to Sell Its Operations in Mainland China"""
2997,January 09 2017," ADAM GOLDMAN, HIROKO TABUCHI and JACK EWING"," ""F.B.I. Arrests Volkswagen Executive on Conspiracy Charges in Emissions Cheating Scandal"""
2998,January 09 2017, THE NEW YORK TIMES," ""Eurozone Jobless Figures and U.S. Bank Earnings"""
2999,January 09 2017, JIM RUTENBERG," ""For Assange, a 10-Year Vision of Toppling Power Is a Reality"""
3000,January 08 2017, ZACH SCHONBRUN," ""How Does a Hip-Hop Star Promote Fast Food? He Makes a Video"""
3001,January 08 2017, NICK WINGFIELD," ""A Reality Check for Virtual Reality"""
3002,January 08 2017,," ""U.S. Treasury Auctions to Be Held the Week of Jan. 9"""
3003,January 08 2017, BILL VLASIC," ""Self-Driving Minivan Could Steer Car Industry"""
3004,January 10 2017, ADAM LIPTAK," ""Supreme Court Considers Free Speech and Credit Card Fees"""
3005,January 10 2017, LANDON THOMAS Jr," ""A Titan’s Pledge Will Test Bankers"""
3006,January 10 2017, ROBERT CYRAN," ""How Valeant Had a Bright Idea but Took It Too Far"""
3007,January 10 2017, JACK EWING and HIROKO TABUCHI," ""Volkswagen Set to Plead Guilty and to Pay U.S. $4.3 Billion in Deal"""
3008,January 10 2017, ELIZABETH OLSON," ""Former Top Justice Dept. Lawyer to Join Morrison & Foerster"""
3009,January 10 2017, ALEXANDRA ALTER," ""After Plagiarism Report, Publisher Recalls Book by a Trump Communications Pick"""
3010,January 10 2017, EMILY STEEL and MICHAEL S. SCHMIDT," ""Fox News Paid O’Reilly Accuser to Keep Quiet"""
3011,January 10 2017, MARGALIT FOX," ""Clare Hollingworth, Reporter Who Broke News of World War II, Dies at 105"""
3012,January 10 2017, EDUARDO PORTER," ""Prisons for Profit May Cost Society"""
3013,January 10 2017, AMIE TSANG and PAUL MOZUR," ""Alibaba Looks to Bricks and Mortar With Bid for Mall Operator in China"""
3014,January 10 2017, AMIE TSANG," ""Morning Agenda: ‘Altaba,’ Taxes of Trump Appointees, Executive Trip Aids F.B.I."""
3015,January 10 2017, CHAD BRAY," ""Trinity Mirror in Talks for 2 Rivals"""
3016,January 10 2017, ALEXANDRA ALTER," ""Political Storm for Publishers"""
3017,January 10 2017, MICHAEL J. de la MERCED," ""Yahoo Would Be ‘Altaba’ After Selling Internet Business"""
3018,January 10 2017," JACK EWING, ADAM GOLDMAN and HIROKO TABUCHI"," ""VW Executive’s Trip Let F.B.I. Pounce"""
3019,January 10 2017, ANDREW ROSS SORKIN," ""Critics Say Rich Appointees Can Dodge a Tax Bill. That’s Not the Case."""
3020,January 09 2017, ROBERT CYRAN," ""Takeda’s Bid for Cancer Drug Maker Looks Expensive"""
3021,January 09 2017, KATIE THOMAS," ""Druggists Feel the Squeeze"""
3022,January 09 2017, SAPNA MAHESHWARI," ""Times Promotes David McCraw to Deputy General Counsel"""
3023,January 09 2017, PETER J. HENNING," ""Under New Chairman, S.E.C. Enforcer Role Might Shrink"""
3024,January 11 2017," MATTHEW GOLDSTEIN, ALEXANDRA STEVENSON and STEVE EDER"," ""A Financial Mystery Bears the Treasury Nominee’s Name"""
3025,January 11 2017, NELSON D. SCHWARTZ," ""Christopher Byron, 72, a Financial Writer"""
3026,January 11 2017, MICHAEL M. GRYNBAUM," ""Trump Attacks News Media, Which Then Battle Among Themselves"""
3027,January 11 2017, ANITA RAGHAVAN," ""Fund Seeks to Grow as Others Stumble"""
3028,January 11 2017, NATHANIEL POPPER," ""JPMorgan Ordered to Pay Damages for Firing Arizona Whistle-Blower"""
